,index,id,titulo,empresa,nivel_da_vaga,link,data_publi,salario_vg,cidade_vg,descr3_vg,descr2_vg
0,67,v2452013,Analista de Devops Jr,Recovery,Júnior/Trainee,https://www.vagas.com.br/vagas/v2452013/analista-de-devops-jr,Publicada em 31/10/2022,a combinar,São Paulo,"Descrição

Descrição:
Na Recovery, o(a) Analista de DevOps JR tem a missão de auxiliar no equilíbrio entre o constante desenvolvimento e mudança das soluções de software, na estabilidade da operação e na propagação da cultura DevOps a todos os times de Tecnologia.

O que é bacana você ter e conhecer:
Formação superior concluída ou em andamento em áreas de Tecnologia;
Experiência com Microsoft Azure e Azure DevOps;
Noções de CI/CD de aplicações e bancos de dados on-premises e cloud;
Noções de Containers Kubernetes;
Noções de automação de infraestrutura como código (IaS);
Conhecimento de branch models e seus prós e contras;
Experiência com Git;
Experiência em configuração (não criação) de testes integrados em pipelines;
Comunicação eficaz e capacidade de facilitar integração entre áreas como desenvolvimento, segurança, infraestrutura e banco de dados;
Conhecimento de Net Core ou .Net Framework;
Resiliência para apoiar a expansão da cultura DevOps, otimismo para lidar com problemas e realismo no apoio à definição de roadmaps;
Conhecimento de servidores Windows;
Conhecimento de SQL Server e bancos de dados NoSQL;
Facilidade com o trabalho em grupo e compartilhamento de conhecimento.
O que você terá que fazer:
Criar e administrar pipelines de aplicações e bancos de dados on-premises e cloud;
Apoiar o versionamento de aplicações e banco de dados;
Executar e apoiar builds e deploys de esteiras não automatizadas;
Definir ambientes e configurar infraestrutura como código;
Definir e configurar Containers;
Configurar testes previamente criados nas esteiras DevOps;
Documentar e divulgar definições de infraestrutura/DevOps;
Definir, documentar e divulgar padrões e recomendações de DevSecOps à empresa;
Realizar provas de conceito;
Apoiar na investigação e resolução de incidentes críticos.

Para fechar com chave de ouro:
Visão sistêmica;
Experiência com Azure AKS;
Experiência com Ansible e Terraform;
Conhecimento de servidores Linux;
Conhecimento da stack ELK ou Grafana;
Capacidade de atuar em projetos simultâneos;
Conhecimento de ferramentas de apoio à segurança da informação e qualidade do código (SonarQube, Veracode, etc.).

Quer saber o que temos de mais legal por aqui? Dá uma olhada!
Incentivamos nossa galera a buscar conhecimento sempre, por isso, temos um Programa de Incentivo à Educação que pode bancar parte dos estudos de quem tiver interesse;
Subsídio parcial ou integral para cursos técnicos, cursos comportamentais, pós-graduação e MBA;
Um dos momentos mais importantes na vida de uma pessoa, é o nascimento do seu filho. Pensando nisso, a Recovery oferece para as mamães a licença maternidade estendida de 6 meses e para os papais a possibilidade de ficar 20 dias com a família em licença paternidade;
Auxílio Creche para as mamães;
Estimulamos que o nosso time esteja sempre em movimento, para isso temos por aqui o GymPass;
Pensando em sua saúde, disponibilizamos frutas todos os dias no escritório;
Auxílio Home Office de R$ 200,00 – Disponibilizado uma única vez;
Auxílio Internet de R$ 100,00 – Disponibilizado mensalmente;
Fique OK – Programa de apoio social para orientações através de profissionais como: psicólogo, assistente social, advogado, nutricionista, consultor financeiro, consultor pet, fisioterapeuta e personal trainer;
O Day off no mês do seu aniversário é por nossa conta, além disso sua festa também! Mensalmente ocorre a festa dos aniversariantes;
Eventos/Brindes Comemorativos: bazares, food bike no escritório, páscoa, dia da mulher, dia das mães, dia do homem, dia da diversidade, dia das crianças com participação dos filhos e festa de final de ano;
Vestimenta Casual (todos os dias): aqui você pode ser quem é! ;)
Gostamos de comemorar nosso desempenho e um dos nossos lemas é celebrar os bons momentos; Encontramos a melhor forma de fazer isso: Happy Hour com a galera no escritório;
Estamos trabalhando numa jornada 100% home office durante a pandemia e pós pandemia, teremos uma jornada flexível com idas ao nosso escritório no coração de São Paulo, a Avenida Paulista, somente quando necessário.

Quer ser parte do nosso time? Vem, #todosjuntos fazemos a diferença!","Assistência médica
Assistência odontológica
Consignado
Convênio com empresas parceiras
Desconto em produtos
Home office
Ver todos"
