,Unnamed: 0,value,formattedValue,hasData,link,topic_mid,topic_title,topic_type,ferramenta
1,1,97,97,True,/trends/explore?q=/g/11clr_l6ft&date=today+12-m&geo=BR,/g/11clr_l6ft,Power BI,Assunto,Power BI
2,2,6,6,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Power BI
3,3,6,6,True,/trends/explore?q=/m/07hs4p&date=today+12-m&geo=BR,/m/07hs4p,Disciplina,Assunto,Power BI
4,4,3,3,True,/trends/explore?q=/m/052tr&date=today+12-m&geo=BR,/m/052tr,Microsoft Excel,Programa de computador,Power BI
5,5,3,3,True,/trends/explore?q=/m/0bmrb3&date=today+12-m&geo=BR,/m/0bmrb3,Tableau de bord,Assunto,Power BI
6,6,2,2,True,/trends/explore?q=/m/04sv4&date=today+12-m&geo=BR,/m/04sv4,Microsoft,Empresa,Power BI
7,7,2,2,True,/trends/explore?q=/m/04q347y&date=today+12-m&geo=BR,/m/04q347y,Gráfico,Assunto,Power BI
8,8,2,2,True,/trends/explore?q=/m/01_m7&date=today+12-m&geo=BR,/m/01_m7,Coluna,Assunto,Power BI
9,9,2,2,True,/trends/explore?q=/m/0hwf2&date=today+12-m&geo=BR,/m/0hwf2,Ambiente de área de trabalho,Assunto,Power BI
10,10,2,2,True,/trends/explore?q=/m/0nhjqxq&date=today+12-m&geo=BR,/m/0nhjqxq,Data Analysis Expressions,Assunto,Power BI
11,11,2,2,True,/trends/explore?q=/m/0chln1&date=today+12-m&geo=BR,/m/0chln1,Relatório,Assunto,Power BI
12,12,2,2,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,Power BI
13,13,1,1,True,/trends/explore?q=/m/0dvvc&date=today+12-m&geo=BR,/m/0dvvc,computador de secretária,Assunto,Power BI
14,14,1,1,True,/trends/explore?q=/m/0cz920h&date=today+12-m&geo=BR,/m/0cz920h,PowerPivot,Software,Power BI
15,15,1,1,True,/trends/explore?q=/m/015tl8&date=today+12-m&geo=BR,/m/015tl8,Fórmula,Assunto,Power BI
16,16,1,1,True,/trends/explore?q=/m/075st&date=today+12-m&geo=BR,/m/075st,SQL,Linguagem de programação,Power BI
17,17,1,1,True,/trends/explore?q=/m/015wzt&date=today+12-m&geo=BR,/m/015wzt,Gráfico,Estatística,Power BI
18,18,1,1,True,/trends/explore?q=/m/06wxc&date=today+12-m&geo=BR,/m/06wxc,Planilha eletrônica,Gênero do formato do arquivo,Power BI
19,19,1,1,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,Power BI
20,20,1,1,True,/trends/explore?q=/m/04_sb&date=today+12-m&geo=BR,/m/04_sb,Medida,Matemática,Power BI
21,21,1,1,True,/trends/explore?q=/m/0z5n&date=today+12-m&geo=BR,/m/0z5n,Interface de programação de aplicações,Assunto,Power BI
22,22,0,<1,True,/trends/explore?q=/m/04y3k&date=today+12-m&geo=BR,/m/04y3k,MySQL,Software baixável,Power BI
23,23,0,<1,True,/trends/explore?q=/g/11fmgy30gx&date=today+12-m&geo=BR,/g/11fmgy30gx,Google Data Studio,Assunto,Power BI
24,24,0,<1,True,/trends/explore?q=/m/06x16&date=today+12-m&geo=BR,/m/06x16,Cadeia de caracteres,Assunto,Power BI
0,0,100,100,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Banco de Dados
1,1,92,92,True,/trends/explore?q=/m/02bc6&date=today+12-m&geo=BR,/m/02bc6,Banco de dados,Gênero do formato do arquivo,Banco de Dados
2,2,14,14,True,/trends/explore?q=/m/017ql&date=today+12-m&geo=BR,/m/017ql,Banco,Assunto,Banco de Dados
3,3,8,8,True,/trends/explore?q=/m/075st&date=today+12-m&geo=BR,/m/075st,SQL,Linguagem de programação,Banco de Dados
4,4,6,6,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Banco de Dados
5,5,6,6,True,/trends/explore?q=/m/04y3k&date=today+12-m&geo=BR,/m/04y3k,MySQL,Software baixável,Banco de Dados
6,6,4,4,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Banco de Dados
7,7,4,4,True,/trends/explore?q=/m/0119v3m2&date=today+12-m&geo=BR,/m/0119v3m2,Banco de dados relacional,Assunto,Banco de Dados
8,8,3,3,True,/trends/explore?q=/m/06jpb&date=today+12-m&geo=BR,/m/06jpb,Modelo relacional,Assunto,Banco de Dados
9,9,3,3,True,/trends/explore?q=/m/02chm&date=today+12-m&geo=BR,/m/02chm,Sistema de gerenciamento de banco de dados,Assunto,Banco de Dados
10,10,3,3,True,/trends/explore?q=/m/0120vr&date=today+12-m&geo=BR,/m/0120vr,Microsoft SQL Server,Software,Banco de Dados
11,11,2,2,True,/trends/explore?q=/m/05ynw&date=today+12-m&geo=BR,/m/05ynw,PostgreSQL,Software,Banco de Dados
12,12,2,2,True,/trends/explore?q=/m/052tr&date=today+12-m&geo=BR,/m/052tr,Microsoft Excel,Programa de computador,Banco de Dados
13,13,2,2,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Banco de Dados
14,14,2,2,True,/trends/explore?q=/m/060kv&date=today+12-m&geo=BR,/m/060kv,PHP,Linguagem de programação,Banco de Dados
15,15,2,2,True,/trends/explore?q=/m/05njw&date=today+12-m&geo=BR,/m/05njw,Oracle Corporation,Empresa,Banco de Dados
16,16,2,2,True,/trends/explore?q=/m/038_nf&date=today+12-m&geo=BR,/m/038_nf,Modelagem de dados,Assunto,Banco de Dados
17,17,2,2,True,/trends/explore?q=/g/120x72xh&date=today+12-m&geo=BR,/g/120x72xh,Servidor,Natureza de software,Banco de Dados
18,18,2,2,True,/trends/explore?q=/m/05ph_c&date=today+12-m&geo=BR,/m/05ph_c,Tabela,Banco de dados,Banco de Dados
19,19,2,2,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,Banco de Dados
20,20,2,2,True,/trends/explore?q=/m/01mf0&date=today+12-m&geo=BR,/m/01mf0,Software,Assunto,Banco de Dados
21,21,2,2,True,/trends/explore?q=/g/11x1nzwby&date=today+12-m&geo=BR,/g/11x1nzwby,Erro,Assunto,Banco de Dados
22,22,2,2,True,/trends/explore?q=/m/01tygv&date=today+12-m&geo=BR,/m/01tygv,Arquivo,Tipo de organização,Banco de Dados
23,23,2,2,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,Banco de Dados
24,24,2,2,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Banco de Dados
0,0,100,100,True,/trends/explore?q=/m/052zb&date=today+12-m&geo=BR,/m/052zb,Microsoft Office,Software,Pacote Office
1,1,46,46,True,/trends/explore?q=/m/0bytz&date=today+12-m&geo=BR,/m/0bytz,Pacote,Assunto,Pacote Office
2,2,10,10,True,/trends/explore?q=/m/0bm3b&date=today+12-m&geo=BR,/m/0bm3b,Download,Assunto,Pacote Office
3,3,9,9,True,/trends/explore?q=/m/07hs4p&date=today+12-m&geo=BR,/m/07hs4p,Disciplina,Assunto,Pacote Office
4,4,8,8,True,/trends/explore?q=/m/0drzplk&date=today+12-m&geo=BR,/m/0drzplk,Microsoft 365,Software,Pacote Office
5,5,7,7,True,/trends/explore?q=/m/032db&date=today+12-m&geo=BR,/m/032db,Software gratuito,Licença,Pacote Office
6,6,7,7,True,/trends/explore?q=/g/120m0n89&date=today+12-m&geo=BR,/g/120m0n89,Crack,Software,Pacote Office
7,7,6,6,True,/trends/explore?q=/m/04sv4&date=today+12-m&geo=BR,/m/04sv4,Microsoft,Empresa,Pacote Office
8,8,6,6,True,/trends/explore?q=/m/052yv&date=today+12-m&geo=BR,/m/052yv,Microsoft Word,Software,Pacote Office
9,9,5,5,True,/trends/explore?q=/m/052tr&date=today+12-m&geo=BR,/m/052tr,Microsoft Excel,Programa de computador,Pacote Office
10,10,4,4,True,/trends/explore?q=/m/04r_8&date=today+12-m&geo=BR,/m/04r_8,Microsoft Windows,Software,Pacote Office
11,11,4,4,True,/trends/explore?q=/m/02y_sk&date=today+12-m&geo=BR,/m/02y_sk,Instalação,Computação,Pacote Office
12,12,3,3,True,/trends/explore?q=/m/02fk8v&date=today+12-m&geo=BR,/m/02fk8v,Currículo,Assunto,Pacote Office
13,13,3,3,True,/trends/explore?q=/m/01c648&date=today+12-m&geo=BR,/m/01c648,Notebook,Assunto,Pacote Office
14,14,2,2,True,/trends/explore?q=/g/11f146bdc_&date=today+12-m&geo=BR,/g/11f146bdc_,Microsoft Office 2019,Software,Pacote Office
15,15,2,2,True,/trends/explore?q=/m/0qt178q&date=today+12-m&geo=BR,/m/0qt178q,Microsoft,Assunto,Pacote Office
16,16,2,2,True,/trends/explore?q=/g/11b6_kb__6&date=today+12-m&geo=BR,/g/11b6_kb__6,Microsoft Office 2016,Software,Pacote Office
17,17,2,2,True,/trends/explore?q=/g/112yfb7cw&date=today+12-m&geo=BR,/g/112yfb7cw,Suíte de escritório,Gênero do formato do arquivo,Pacote Office
18,18,2,2,True,/trends/explore?q=/m/01m3v&date=today+12-m&geo=BR,/m/01m3v,Computador,Assunto,Pacote Office
19,19,2,2,True,/trends/explore?q=/m/01r9v&date=today+12-m&geo=BR,/m/01r9v,Programa de computador,Assunto,Pacote Office
20,20,2,2,True,/trends/explore?q=/m/06_vc07&date=today+12-m&geo=BR,/m/06_vc07,Informática,Assunto,Pacote Office
21,21,1,1,True,/trends/explore?q=/g/11bc5fdx8c&date=today+12-m&geo=BR,/g/11bc5fdx8c,Office Online,Assunto,Pacote Office
22,22,1,1,True,/trends/explore?q=/m/01k8wb&date=today+12-m&geo=BR,/m/01k8wb,Conhecimento,Assunto,Pacote Office
23,23,1,1,True,/trends/explore?q=/m/080fyws&date=today+12-m&geo=BR,/m/080fyws,Arquivo torrent,Formato de arquivo,Pacote Office
24,24,1,1,True,/trends/explore?q=/g/11pbfz4r6g&date=today+12-m&geo=BR,/g/11pbfz4r6g,Microsoft Office 2021,Software,Pacote Office
0,0,100,100,True,/trends/explore?q=/m/075st&date=today+12-m&geo=BR,/m/075st,SQL,Linguagem de programação,SQL
1,1,29,29,True,/trends/explore?q=/m/0120vr&date=today+12-m&geo=BR,/m/0120vr,Microsoft SQL Server,Software,SQL
2,2,9,9,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,SQL
3,3,7,7,True,/trends/explore?q=/m/05ph_c&date=today+12-m&geo=BR,/m/05ph_c,Tabela,Banco de dados,SQL
4,4,6,6,True,/trends/explore?q=/m/02bc6&date=today+12-m&geo=BR,/m/02bc6,Banco de dados,Gênero do formato do arquivo,SQL
5,5,5,5,True,/trends/explore?q=/m/0310xh&date=today+12-m&geo=BR,/m/0310xh,Select,SQL,SQL
6,6,4,4,True,/trends/explore?q=/m/05njw&date=today+12-m&geo=BR,/m/05njw,Oracle Corporation,Empresa,SQL
7,7,4,4,True,/trends/explore?q=/m/04y3k&date=today+12-m&geo=BR,/m/04y3k,MySQL,Software baixável,SQL
8,8,3,3,True,/trends/explore?q=/m/020_g&date=today+12-m&geo=BR,/m/020_g,Data,Assunto,SQL
9,9,3,3,True,/trends/explore?q=/m/040t7h&date=today+12-m&geo=BR,/m/040t7h,Column,Assunto,SQL
10,10,3,3,True,/trends/explore?q=/m/0310kj&date=today+12-m&geo=BR,/m/0310kj,Join,SQL,SQL
11,11,3,3,True,/trends/explore?q=/m/06x16&date=today+12-m&geo=BR,/m/06x16,Cadeia de caracteres,Assunto,SQL
12,12,2,2,True,/trends/explore?q=/m/05ynw&date=today+12-m&geo=BR,/m/05ynw,PostgreSQL,Software,SQL
13,13,2,2,True,/trends/explore?q=/g/1yh7_szz_&date=today+12-m&geo=BR,/g/1yh7_szz_,query,Assunto,SQL
14,14,2,2,True,/trends/explore?q=/m/03nf7q&date=today+12-m&geo=BR,/m/03nf7q,Insert,SQL,SQL
15,15,2,2,True,/trends/explore?q=/m/04jl6r&date=today+12-m&geo=BR,/m/04jl6r,Update,SQL,SQL
16,16,2,2,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,SQL
17,17,2,2,True,/trends/explore?q=/m/01vw9z&date=today+12-m&geo=BR,/m/01vw9z,Oracle,Banco de dados,SQL
18,18,2,2,True,/trends/explore?q=/m/01_m7&date=today+12-m&geo=BR,/m/01_m7,Coluna,Assunto,SQL
19,19,2,2,True,/trends/explore?q=/m/02qxwy1&date=today+12-m&geo=BR,/m/02qxwy1,SQL Server Management Studio,Software,SQL
20,20,2,2,True,/trends/explore?q=/m/040t4z&date=today+12-m&geo=BR,/m/040t4z,Registro,Banco de dados,SQL
21,21,2,2,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,SQL
22,22,2,2,True,/trends/explore?q=/m/01fk53&date=today+12-m&geo=BR,/m/01fk53,Comando,Assunto,SQL
23,23,2,2,True,/trends/explore?q=/m/0b2y0_&date=today+12-m&geo=BR,/m/0b2y0_,Where,SQL,SQL
24,24,2,2,True,/trends/explore?q=/m/047ms16&date=today+12-m&geo=BR,/m/047ms16,Oracle SQL Developer,Software,SQL
0,0,100,100,True,/trends/explore?q=/m/047w8w&date=today+12-m&geo=BR,/m/047w8w,Business Objects,Empresa,SAP
1,1,93,93,True,/trends/explore?q=/m/01pf4l&date=today+12-m&geo=BR,/m/01pf4l,SAP SE,Empresa,SAP
2,2,37,37,True,/trends/explore?q=/g/1tmqmxs9&date=today+12-m&geo=BR,/g/1tmqmxs9,Secretaria da Administração Penitenciária,Secretaria de segurança pública em São Paulo,SAP
3,3,17,17,True,/trends/explore?q=/m/0dvl8x&date=today+12-m&geo=BR,/m/0dvl8x,SAP ERP,Software,SAP
4,4,7,7,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,SAP
5,5,6,6,True,/trends/explore?q=/m/09dhj&date=today+12-m&geo=BR,/m/09dhj,Família,Assunto,SAP
6,6,5,5,True,/trends/explore?q=/m/01hdlf&date=today+12-m&geo=BR,/m/01hdlf,Ceará,Estado brasileiro,SAP
7,7,4,4,True,/trends/explore?q=/m/01nxv3&date=today+12-m&geo=BR,/m/01nxv3,ABAP,Linguagem de programação,SAP
8,8,4,4,True,/trends/explore?q=/m/040nbg&date=today+12-m&geo=BR,/m/040nbg,SAP Business One,Software,SAP
9,9,3,3,True,/trends/explore?q=/m/01h_k7&date=today+12-m&geo=BR,/m/01h_k7,Transação,Banco de dados,SAP
10,10,3,3,True,/trends/explore?q=/g/122smbzt&date=today+12-m&geo=BR,/g/122smbzt,Secretaria da Administração Penitenciária do Estado de São Paulo,Assunto,SAP
11,11,3,3,True,/trends/explore?q=/m/0j3d1wz&date=today+12-m&geo=BR,/m/0j3d1wz,SAP HANA,Software,SAP
12,12,3,3,True,/trends/explore?q=/g/11btwt3yf3&date=today+12-m&geo=BR,/g/11btwt3yf3,Secretaria de Estado da Administração Prisional e Socioeducativa,Assunto,SAP
13,13,2,2,True,/trends/explore?q=/m/02jv7&date=today+12-m&geo=BR,/m/02jv7,Sistema integrado de gestão empresarial,Assunto,SAP
14,14,2,2,True,/trends/explore?q=/m/0d1w9&date=today+12-m&geo=BR,/m/0d1w9,Penitenciária,Assunto,SAP
15,15,1,1,True,/trends/explore?q=/m/05b4npb&date=today+12-m&geo=BR,/m/05b4npb,T-code,Assunto,SAP
16,16,1,1,True,/trends/explore?q=/m/04115t2&date=today+12-m&geo=BR,/m/04115t2,Emprego,Assunto,SAP
17,17,1,1,True,/trends/explore?q=/m/075st&date=today+12-m&geo=BR,/m/075st,SQL,Linguagem de programação,SAP
18,18,1,1,True,/trends/explore?q=/m/0z5n&date=today+12-m&geo=BR,/m/0z5n,Interface de programação de aplicações,Assunto,SAP
19,19,1,1,True,/trends/explore?q=/g/121_jr4j&date=today+12-m&geo=BR,/g/121_jr4j,Totvs,Empresa,SAP
20,20,0,<1,True,/trends/explore?q=/m/03g5mh&date=today+12-m&geo=BR,/m/03g5mh,ordem de compra,Assunto,SAP
21,21,0,<1,True,/trends/explore?q=/m/01qbmz&date=today+12-m&geo=BR,/m/01qbmz,ordem,Assunto,SAP
22,22,0,<1,True,/trends/explore?q=/m/02gcn9&date=today+12-m&geo=BR,/m/02gcn9,Inteligência analítica,Campo de estudo,SAP
23,23,0,<1,True,/trends/explore?q=/m/076gwp&date=today+12-m&geo=BR,/m/076gwp,Layout gráfico,Assunto,SAP
24,24,0,<1,True,/trends/explore?q=/m/07btr5&date=today+12-m&geo=BR,/m/07btr5,Salesforce,Empresa,SAP
0,0,100,100,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,Python
1,1,7,7,True,/trends/explore?q=/m/01dlmc&date=today+12-m&geo=BR,/m/01dlmc,Lista,Assunto,Python
2,2,5,5,True,/trends/explore?q=/m/06x16&date=today+12-m&geo=BR,/m/06x16,Cadeia de caracteres,Assunto,Python
3,3,4,4,True,/trends/explore?q=/m/0rphppq&date=today+12-m&geo=BR,/m/0rphppq,pandas,Software,Python
4,4,4,4,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Python
5,5,3,3,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,Python
6,6,3,3,True,/trends/explore?q=/m/020s1&date=today+12-m&geo=BR,/m/020s1,Arquivo de computador,Assunto,Python
7,7,2,2,True,/trends/explore?q=/m/0wcx&date=today+12-m&geo=BR,/m/0wcx,Arranjo,Assunto,Python
8,8,2,2,True,/trends/explore?q=/m/0nk18&date=today+12-m&geo=BR,/m/0nk18,Vetor associativo,Assunto,Python
9,9,2,2,True,/trends/explore?q=/m/01mf_&date=today+12-m&geo=BR,/m/01mf_,Programação de computadores,Campo profissional,Python
10,10,2,2,True,/trends/explore?q=/m/05q4tvx&date=today+12-m&geo=BR,/m/05q4tvx,Variável,Programação,Python
11,11,2,2,True,/trends/explore?q=/m/0z5n&date=today+12-m&geo=BR,/m/0z5n,Interface de programação de aplicações,Assunto,Python
12,12,2,2,True,/trends/explore?q=/m/04r_8&date=today+12-m&geo=BR,/m/04r_8,Microsoft Windows,Software,Python
13,13,2,2,True,/trends/explore?q=/m/05cntt&date=today+12-m&geo=BR,/m/05cntt,JSON,Formato de arquivo,Python
14,14,2,2,True,/trends/explore?q=/m/05r20&date=today+12-m&geo=BR,/m/05r20,Linguagem de programação,Assunto,Python
15,15,2,2,True,/trends/explore?q=/m/0134xwrk&date=today+12-m&geo=BR,/m/0134xwrk,Visual Studio Code,Software,Python
16,16,1,1,True,/trends/explore?q=/m/01tygv&date=today+12-m&geo=BR,/m/01tygv,Arquivo,Tipo de organização,Python
17,17,1,1,True,/trends/explore?q=/m/02y_sk&date=today+12-m&geo=BR,/m/02y_sk,Instalação,Computação,Python
18,18,1,1,True,/trends/explore?q=/m/0hzm844&date=today+12-m&geo=BR,/m/0hzm844,pip,Gerenciador de pacotes,Python
19,19,1,1,True,/trends/explore?q=/m/016r48&date=today+12-m&geo=BR,/m/016r48,Objeto,Assunto,Python
20,20,1,1,True,/trends/explore?q=/m/0c828v&date=today+12-m&geo=BR,/m/0c828v,Selenium,Software,Python
21,21,1,1,True,/trends/explore?q=/m/01fk53&date=today+12-m&geo=BR,/m/01fk53,Comando,Assunto,Python
22,22,1,1,True,/trends/explore?q=/m/040t7h&date=today+12-m&geo=BR,/m/040t7h,Column,Assunto,Python
23,23,1,1,True,/trends/explore?q=/m/02d6dm&date=today+12-m&geo=BR,/m/02d6dm,For loop,Assunto,Python
24,24,1,1,True,/trends/explore?q=/m/052tr&date=today+12-m&geo=BR,/m/052tr,Microsoft Excel,Programa de computador,Python
0,0,100,100,True,/trends/explore?q=/m/02y_9m3&date=today+12-m&geo=BR,/m/02y_9m3,Computação em nuvem,Assunto,Cloud
1,1,33,33,True,/trends/explore?q=/m/0vphbfj&date=today+12-m&geo=BR,/m/0vphbfj,Xbox One,Console xbox,Cloud
2,2,33,33,True,/trends/explore?q=/m/0t_fv9h&date=today+12-m&geo=BR,/m/0t_fv9h,Xbox,Console portátil,Cloud
3,3,31,31,True,/trends/explore?q=/g/11flpjc1r4&date=today+12-m&geo=BR,/g/11flpjc1r4,Xbox Cloud Gaming,Assunto,Cloud
4,4,29,29,True,/trends/explore?q=/m/01mw1&date=today+12-m&geo=BR,/m/01mw1,Jogo eletrônico,Assunto,Cloud
5,5,27,27,True,/trends/explore?q=/g/11flpjdym5&date=today+12-m&geo=BR,/g/11flpjdym5,Xbox Series X e Series S,Console xbox,Cloud
6,6,20,20,True,/trends/explore?q=/m/0dllsf1&date=today+12-m&geo=BR,/m/0dllsf1,Jogo em nuvem,Assunto,Cloud
7,7,17,17,True,/trends/explore?q=/m/0k9bc90&date=today+12-m&geo=BR,/m/0k9bc90,Fortnite,Jogo eletrônico,Cloud
8,8,10,10,True,/trends/explore?q=/g/11g98zpg14&date=today+12-m&geo=BR,/g/11g98zpg14,Kingston HyperX,Unidade de disco rígido,Cloud
9,9,10,10,True,/trends/explore?q=/m/0105pbj4&date=today+12-m&geo=BR,/m/0105pbj4,Google Cloud Platform,Software,Cloud
10,10,7,7,True,/trends/explore?q=/g/11d_pz0ytb&date=today+12-m&geo=BR,/g/11d_pz0ytb,HyperX série Cloud,Headset para computadores,Cloud
11,11,6,6,True,/trends/explore?q=/g/120_975s&date=today+12-m&geo=BR,/g/120_975s,Betha Sistemas,Assunto,Cloud
12,12,6,6,True,/trends/explore?q=/m/0wjd1gh&date=today+12-m&geo=BR,/m/0wjd1gh,Adobe Creative Cloud,Software,Cloud
13,13,6,6,True,/trends/explore?q=/g/1q69kwnpp&date=today+12-m&geo=BR,/g/1q69kwnpp,HyperX Cloud,Headset para computadores,Cloud
14,14,4,4,True,/trends/explore?q=/m/01b7fy&date=today+12-m&geo=BR,/m/01b7fy,Fone de ouvido,Assunto,Cloud
15,15,4,4,True,/trends/explore?q=/m/0vlf&date=today+12-m&geo=BR,/m/0vlf,Adobe Inc.,Companhia,Cloud
16,16,4,4,True,/trends/explore?q=/m/03mb156&date=today+12-m&geo=BR,/m/03mb156,Headset,Assunto,Cloud
17,17,3,3,True,/trends/explore?q=/m/05njw&date=today+12-m&geo=BR,/m/05njw,Oracle Corporation,Empresa,Cloud
18,18,3,3,True,/trends/explore?q=/m/0h6955b&date=today+12-m&geo=BR,/m/0h6955b,Xiaomi,Empresa,Cloud
19,19,3,3,True,/trends/explore?q=/g/11c5bgdkt3&date=today+12-m&geo=BR,/g/11c5bgdkt3,Kingston HyperX Cloud Stinger,Headset para computadores,Cloud
20,20,3,3,True,/trends/explore?q=/g/11c3tsbdl9&date=today+12-m&geo=BR,/g/11c3tsbdl9,Kingston HyperX Cloud II,Headset para computadores,Cloud
21,21,3,3,True,/trends/explore?q=/m/05nrgx&date=today+12-m&geo=BR,/m/05nrgx,Amazon Web Services,Assunto,Cloud
22,22,3,3,True,/trends/explore?q=/g/11h9q1kdd2&date=today+12-m&geo=BR,/g/11h9q1kdd2,Oracle Cloud,Assunto,Cloud
23,23,3,3,True,/trends/explore?q=/m/0csby&date=today+12-m&geo=BR,/m/0csby,Nuvem,Assunto,Cloud
24,24,2,2,True,/trends/explore?q=/m/01lps&date=today+12-m&geo=BR,/m/01lps,Computar,Campo de estudo,Cloud
0,0,100,100,True,/trends/explore?q=/m/02016&date=today+12-m&geo=BR,/m/02016,Gestão de relacionamento com o cliente,Assunto,CRM
1,1,10,10,True,/trends/explore?q=/m/05t4q&date=today+12-m&geo=BR,/m/05t4q,Médico,Ocupação,CRM
2,2,6,6,True,/trends/explore?q=/m/02g9n&date=today+12-m&geo=BR,/m/02g9n,Doutor,Grau,CRM
3,3,4,4,True,/trends/explore?q=/g/1tdzh3ys&date=today+12-m&geo=BR,/g/1tdzh3ys,Conselho Regional de Medicina do Paraná (CRM-PR),"Repartição pública federal em Curitiba, Paraná",CRM
4,4,3,3,True,/trends/explore?q=/g/11c3x0b6vp&date=today+12-m&geo=BR,/g/11c3x0b6vp,Conselho Regional de Medicina do Estado de Minas Gerais,Assunto,CRM
5,5,3,3,True,/trends/explore?q=/m/03zlr&date=today+12-m&geo=BR,/m/03zlr,Classificação Estatística Internacional de Doenças e Problemas Relacionados com a Saúde,Assunto,CRM
6,6,2,2,True,/trends/explore?q=/g/11bbrn8lk6&date=today+12-m&geo=BR,/g/11bbrn8lk6,CRM-SC - Conselho Regional de Medicina do Estado de Santa Catarina,"Repartição pública federal em Florianópolis, Santa Catarina",CRM
7,7,2,2,True,/trends/explore?q=/m/04sh3&date=today+12-m&geo=BR,/m/04sh3,Medicina,Assunto,CRM
8,8,2,2,True,/trends/explore?q=/g/11c3wwkxrh&date=today+12-m&geo=BR,/g/11c3wwkxrh,Conselho Regional Medicina Estado São Paulo,Assunto,CRM
9,9,1,1,True,/trends/explore?q=/m/080b2gc&date=today+12-m&geo=BR,/m/080b2gc,Conselho Federal de Medicina,Autarquia,CRM
10,10,1,1,True,/trends/explore?q=/m/01kr9k&date=today+12-m&geo=BR,/m/01kr9k,Receita,Economia,CRM
11,11,1,1,True,/trends/explore?q=/g/11bc8b_1d6&date=today+12-m&geo=BR,/g/11bc8b_1d6,Conselho Regional de Medicina do Distrito Federal,Assunto,CRM
12,12,1,1,True,/trends/explore?q=/m/01j0mk&date=today+12-m&geo=BR,/m/01j0mk,Cliente,Assunto,CRM
13,13,1,1,True,/trends/explore?q=/m/0g4gr&date=today+12-m&geo=BR,/m/0g4gr,Marketing,Assunto,CRM
14,14,1,1,True,/trends/explore?q=/g/11fwjzykdm&date=today+12-m&geo=BR,/g/11fwjzykdm,CRM Bônus,Consultoria em São Paulo,CRM
15,15,1,1,True,/trends/explore?q=/g/11g9n07c2v&date=today+12-m&geo=BR,/g/11g9n07c2v,RD Gestão e Sistemas S.A.,Empresa,CRM
16,16,1,1,True,/trends/explore?q=/g/11g_cbn0j&date=today+12-m&geo=BR,/g/11g_cbn0j,RD Station,"Empresa de software em Florianópolis, Santa Catarina",CRM
17,17,0,<1,True,/trends/explore?q=/g/1thgh73s&date=today+12-m&geo=BR,/g/1thgh73s,Conselho Regional de Medicina do Estado do Piauí,Assunto,CRM
18,18,0,<1,True,/trends/explore?q=/g/120mnmn8&date=today+12-m&geo=BR,/g/120mnmn8,Sistemas de CRM,Assunto,CRM
19,19,0,<1,True,/trends/explore?q=/m/07btr5&date=today+12-m&geo=BR,/m/07btr5,Salesforce,Empresa,CRM
20,20,0,<1,True,/trends/explore?q=/m/06842y&date=today+12-m&geo=BR,/m/06842y,Geração de leads,Assunto,CRM
21,21,0,<1,True,/trends/explore?q=/g/11cn5kvgkn&date=today+12-m&geo=BR,/g/11cn5kvgkn,Pipedrive,Desenvolvedor do software,CRM
