,index,id,titulo,empresa,nivel_da_vaga,link,data_publi,salario_vg,cidade_vg,descr3_vg,descr2_vg
0,42,v2461301,Analista de Processos,123Milhas,Sênior,https://www.vagas.com.br/vagas/v2461301/analista-de-processos,Publicada há 5 dias,a combinar,Minas Gerais,"Descrição

Descrição:
O Analista de Processos será responsável por:

Desenvolver, acompanhar e promover o programa PEX – Prêmio Excelência 123, garantindo a transferência do conhecimento ao grupo, por meio de treinamentos, ritos e eventos.

Capitanear novos insights para o funil de Inovação, e garantir o acompanhamento ponta a ponta da implementação dos projetos aprovados.

Promover os comitês de Macroprocessos de Gestão

Manter as regras | métricas de indicadores e pontos de controle dos processos que apoiem os gestores no acompanhamento dos resultados

Desenvolver e manter atualizados os indicadores e relatórios gerenciais. Realizar a apuração de resultados

Monitorar indicadores de performance para identificar oportunidades de melhoria nos processos

Propor indicadores e pontos de controle dos processos que apoiem os gestores no acompanhamento dos resultados de performance dos processos

Prestar apoio consultivo aos gestores para diagnosticar desvios de processos, propondo contramedidas

Realizar análise de dados para identificar tendências e/ou realizar diagnósticos

Prestar apoio consultivo em atividades de redesenho e modelagem de processos


Idiomas:
Inglês - Nível Básico

Outros requisitos:
Vivência e conhecimentos em: Power BI, SharePoint, Pacote Office 365, ETL, SQL, Modelagem de Dados, Estrutura de dados em Datalake","Assistência médica
Assistência odontológica
Auxílio academia
Auxílio combustível
Ginástica laboral
Programa de remuneração variável
Ver todos"
