,date,quantidade,isPartial,ferramenta
20,2022-05-01,72,False,Cloud
21,2022-05-08,86,False,Cloud
22,2022-05-15,71,False,Cloud
23,2022-05-22,71,False,Cloud
24,2022-05-29,65,False,Cloud
25,2022-06-05,100,False,Cloud
26,2022-06-12,90,False,Cloud
27,2022-06-19,79,False,Cloud
28,2022-06-26,80,False,Cloud
29,2022-07-03,79,False,Cloud
30,2022-07-10,77,False,Cloud
31,2022-07-17,85,False,Cloud
32,2022-07-24,74,False,Cloud
33,2022-07-31,74,False,Cloud
34,2022-08-07,69,False,Cloud
35,2022-08-14,79,False,Cloud
36,2022-08-21,75,False,Cloud
37,2022-08-28,74,False,Cloud
38,2022-09-04,73,False,Cloud
39,2022-09-11,70,False,Cloud
40,2022-09-18,87,False,Cloud
41,2022-09-25,67,False,Cloud
42,2022-10-02,66,False,Cloud
43,2022-10-09,74,False,Cloud
44,2022-10-16,70,False,Cloud
45,2022-10-23,67,False,Cloud
46,2022-10-30,64,False,Cloud
47,2022-11-06,69,False,Cloud
48,2022-11-13,73,False,Cloud
49,2022-11-20,65,False,Cloud
50,2022-11-27,68,False,Cloud
0,2021-12-12,76,False,CRM
1,2021-12-19,63,False,CRM
2,2021-12-26,59,False,CRM
3,2022-01-02,83,False,CRM
4,2022-01-09,90,False,CRM
5,2022-01-16,86,False,CRM
6,2022-01-23,84,False,CRM
7,2022-01-30,85,False,CRM
8,2022-02-06,81,False,CRM
9,2022-02-13,82,False,CRM
10,2022-02-20,79,False,CRM
11,2022-02-27,64,False,CRM
12,2022-03-06,77,False,CRM
13,2022-03-13,82,False,CRM
14,2022-03-20,83,False,CRM
15,2022-03-27,77,False,CRM
16,2022-04-03,80,False,CRM
17,2022-04-10,68,False,CRM
18,2022-04-17,71,False,CRM
19,2022-04-24,79,False,CRM
20,2022-05-01,81,False,CRM
21,2022-05-08,84,False,CRM
22,2022-05-15,80,False,CRM
23,2022-05-22,85,False,CRM
24,2022-05-29,84,False,CRM
25,2022-06-05,82,False,CRM
26,2022-06-12,71,False,CRM
27,2022-06-19,78,False,CRM
28,2022-06-26,83,False,CRM
29,2022-07-03,81,False,CRM
30,2022-07-10,81,False,CRM
31,2022-07-17,82,False,CRM
32,2022-07-24,83,False,CRM
33,2022-07-31,73,False,CRM
34,2022-08-07,100,False,CRM
35,2022-08-14,83,False,CRM
36,2022-08-21,77,False,CRM
37,2022-08-28,77,False,CRM
38,2022-09-04,65,False,CRM
39,2022-09-11,73,False,CRM
40,2022-09-18,75,False,CRM
41,2022-09-25,72,False,CRM
42,2022-10-02,65,False,CRM
43,2022-10-09,68,False,CRM
44,2022-10-16,76,False,CRM
45,2022-10-23,76,False,CRM
46,2022-10-30,64,False,CRM
47,2022-11-06,70,False,CRM
48,2022-11-13,71,False,CRM
49,2022-11-20,76,False,CRM
50,2022-11-27,69,False,CRM
0,2021-12-12,77,False,Protheus
1,2021-12-19,68,False,Protheus
2,2021-12-26,60,False,Protheus
3,2022-01-02,77,False,Protheus
4,2022-01-09,86,False,Protheus
5,2022-01-16,80,False,Protheus
6,2022-01-23,83,False,Protheus
7,2022-01-30,93,False,Protheus
8,2022-02-06,85,False,Protheus
9,2022-02-13,88,False,Protheus
10,2022-02-20,83,False,Protheus
11,2022-02-27,69,False,Protheus
12,2022-03-06,81,False,Protheus
13,2022-03-13,81,False,Protheus
14,2022-03-20,80,False,Protheus
15,2022-03-27,92,False,Protheus
16,2022-04-03,94,False,Protheus
17,2022-04-10,70,False,Protheus
18,2022-04-17,64,False,Protheus
19,2022-04-24,89,False,Protheus
20,2022-05-01,83,False,Protheus
21,2022-05-08,94,False,Protheus
22,2022-05-15,85,False,Protheus
23,2022-05-22,88,False,Protheus
24,2022-05-29,95,False,Protheus
25,2022-06-05,82,False,Protheus
26,2022-06-12,74,False,Protheus
27,2022-06-19,91,False,Protheus
28,2022-06-26,100,False,Protheus
29,2022-07-03,97,False,Protheus
30,2022-07-10,91,False,Protheus
31,2022-07-17,82,False,Protheus
32,2022-07-24,84,False,Protheus
33,2022-07-31,95,False,Protheus
34,2022-08-07,87,False,Protheus
35,2022-08-14,84,False,Protheus
36,2022-08-21,95,False,Protheus
37,2022-08-28,90,False,Protheus
38,2022-09-04,70,False,Protheus
39,2022-09-11,90,False,Protheus
40,2022-09-18,86,False,Protheus
41,2022-09-25,84,False,Protheus
42,2022-10-02,78,False,Protheus
43,2022-10-09,75,False,Protheus
44,2022-10-16,82,False,Protheus
45,2022-10-23,84,False,Protheus
46,2022-10-30,71,False,Protheus
47,2022-11-06,81,False,Protheus
48,2022-11-13,71,False,Protheus
49,2022-11-20,81,False,Protheus
50,2022-11-27,80,False,Protheus
0,2021-12-12,67,False,Analytics
1,2021-12-19,48,False,Analytics
2,2021-12-26,47,False,Analytics
3,2022-01-02,80,False,Analytics
4,2022-01-09,88,False,Analytics
5,2022-01-16,78,False,Analytics
6,2022-01-23,87,False,Analytics
7,2022-01-30,85,False,Analytics
8,2022-02-06,95,False,Analytics
9,2022-02-13,93,False,Analytics
10,2022-02-20,88,False,Analytics
11,2022-02-27,81,False,Analytics
12,2022-03-06,83,False,Analytics
13,2022-03-13,91,False,Analytics
14,2022-03-20,88,False,Analytics
15,2022-03-27,99,False,Analytics
16,2022-04-03,91,False,Analytics
17,2022-04-10,94,False,Analytics
18,2022-04-17,86,False,Analytics
19,2022-04-24,100,False,Analytics
20,2022-05-01,94,False,Analytics
21,2022-05-08,94,False,Analytics
22,2022-05-15,84,False,Analytics
23,2022-05-22,88,False,Analytics
24,2022-05-29,94,False,Analytics
25,2022-06-05,93,False,Analytics
26,2022-06-12,81,False,Analytics
27,2022-06-19,98,False,Analytics
28,2022-06-26,94,False,Analytics
29,2022-07-03,93,False,Analytics
30,2022-07-10,90,False,Analytics
31,2022-07-17,92,False,Analytics
32,2022-07-24,88,False,Analytics
33,2022-07-31,84,False,Analytics
34,2022-08-07,86,False,Analytics
35,2022-08-14,91,False,Analytics
36,2022-08-21,78,False,Analytics
37,2022-08-28,90,False,Analytics
38,2022-09-04,75,False,Analytics
39,2022-09-11,90,False,Analytics
40,2022-09-18,88,False,Analytics
41,2022-09-25,83,False,Analytics
42,2022-10-02,81,False,Analytics
43,2022-10-09,78,False,Analytics
